MCT_NM,OP_YMD,ADDR,pk
비자림미담,20180108,제주 제주시 구좌읍 평대리 3200-4번지 8동 1층,3608
비자림휴게소,20210426,제주 제주시 구좌읍 평대리 3164-1번지 1층,3609
비자향,20190314,제주 제주시 구좌읍 평대리 3204-3번지 1층,3610
비주비주 한림점,20211202,제주 제주시 한림읍 옹포리 351-6번지 1층,3611
비지곳식당,20030430,제주 제주시 구좌읍 평대리 827-4번지,3612
비케이브,20220429,제주 제주시 조천읍 선흘리 161-6번지 1층,3613
비케이브,20230605,제주 제주시 조천읍 선흘리 161-6번지,3614
비타민국수,20090812,제주 제주시 한림읍 한림리 1355-1번지,3615
비타민국수외도점,20220412,제주 제주시 외도일동 480-3번지 1층,3616
비테비테,20211008,제주 서귀포시 서귀동 276-2번지 1층,3617
비피엔씨주식회사,20200626,제주 서귀포시 서귀동 277-8번지 1층,3618
비피엔씨주식회사 남궁미락지점,20220829,제주 서귀포시 서귀동 726-6번지,3619
비행접시,20170803,제주 서귀포시 대정읍 상모리 1974-5번지 1층,3620
빅브라더,20211028,제주 제주시 연동 273-34번지,3621
빈대떡과사름덜,20070516,제주 제주시 이도이동 407번지,3622
빈둥,20230330,제주 서귀포시 서귀동 418-16번지,3623
빈투지,20231023,제주 제주시 건입동 1435-2번지 1동 2층 2호,3624
빌라누스,20220523,제주 제주시 연동 283-6번지 지하1층,3625
빌라드라 제주,20221128,제주 서귀포시 성산읍 고성리 1571-1번지 1층,3626
빌라드샬롯카페 제주공항점,20220822,제주 제주시 용담이동 2002번지 제주국제공항,3627
빌레뱅디,20220707,제주 제주시 한경면 청수리 11번지 나동 1층,3628
빗소리,20210226,제주 제주시 구좌읍 김녕리 1207-1번지 층,3629
빙고스토리지,20211227,제주 제주시 연동 271-18번지 1층 빙고스토리,3630
빛나네,20150128,제주 서귀포시 강정동 4398-11번지,3631
빠빠라기,20001115,제주 제주시 이도이동 1772-17번지,3632
빨간대게,20200225,제주 서귀포시 동홍동 536-7번지,3633
빨간맛집 세화점,20190222,제주 제주시 구좌읍 세화리 1419번지,3634
빨간맛집 일도점,20150223,제주 제주시 일도이동 392-16번지 진상빌딩 1층,3635
빨간맛집 함덕점,20190328,제주 제주시 조천읍 함덕리 1002-15번지 2층,3636
빨간맛집성산점,20170727,제주 서귀포시 성산읍 고성리 321-5번지,3637
빨간맛집아라점,20130426,제주 제주시 아라일동 6092-4번지 2층,3638
빨간맛집한라대점,20140303,제주 제주시 노형동 762-4번지,3639
빨간집,20081212,제주 제주시 이도이동 1179-9번지,3640
빨간집베라체점,20190308,제주 제주시 이도이동 1965-14번지 1층,3641
빨간집삼도점,20110715,제주 제주시 삼도일동 572-3번지 1층,3642
빨간집삼화지구점,20190628,제주 제주시 화북일동 1023-1번지 1층,3643
빨간집서귀포점,20170901,제주 서귀포시 서귀동 417-17번지 1층,3644
빨간집서귀포점,20230907,제주 서귀포시 서귀동 417-11번지 1층,3645
빨간집연동점,20121105,제주 제주시 연동 303-13번지,3646
빨간집월랑점,20230718,제주 제주시 노형동 1050-6번지 성안빌라 102호,3647
빨간집이도주공점,20140904,제주 제주시 이도이동 2035-1번지,3648
빨간집제원점,20141013,제주 제주시 연동 273-57번지,3649
빨간집한림점,20130320,제주 제주시 한림읍 한림리 1115-2번지,3650
빨강궁전식당(뉴올레),20170529,제주 제주시 애월읍 애월리 21번지 1층,3651
빵귿,20170414,제주 제주시 이도이동 2026-18번지 1층,3652
빵의정석,20100913,제주 제주시 삼양이동 2181-3번지,3653
빵집아저씨,20101108,제주 제주시 아라일동 6082-1번지,3654
빵집이야기,20090917,제주 제주시 일도이동 316번지 일도빌라 105호,3655
빵하우스,20150415,제주 서귀포시 동홍동 645-3번지,3656
빽다방 빵연구소 제주합동청사점,20220608,제주 제주시 도남동 663-12번지 1층,3657
빽다방 서귀포시청점,20220701,제주 서귀포시 서홍동 397-130번지 1층,3658
빽다방 신서귀포점,20210719,제주 서귀포시 강정동 154-3번지 지하1층,3659
빽다방 제주대학로점,20150715,제주 제주시 이도이동 1773-14번지,3660
빽다방 제주도남점,20220413,제주 제주시 도남동 920-23번지 1층,3661
빽다방 제주도청점,20230801,제주 제주시 연동 310-12번지,3662
빽다방 제주동광육거리점,20210208,제주 서귀포시 안덕면 동광리 810번지 1층,3663
빽다방 제주성산일출봉점,20200525,제주 서귀포시 성산읍 성산리 130-2번지 1층,3664
빽다방 제주외도점,20200525,제주 제주시 외도일동 549-5번지 1층,3665
빽다방 제주일도동문점,20211118,제주 제주시 일도일동 1047-1번지 1층,3666
빽다방 제주일도인제점,20230119,제주 제주시 일도이동 392-5번지 1층,3667
빽다방 제주중앙여고점,20150408,제주 제주시 이도이동 1981-2번지,3668
빽다방 제주함덕점,20220830,제주 제주시 조천읍 함덕리 1025번지 가동 4층,3669
빽다방 탐라도서관8,20230503,제주 제주시 노형동 3798-10번지 1층,3670
빽다방베이커리제주사수점,20150126,제주 제주시 도두이동 1679번지,3671
빽다방빵연구소 제주연동점,20220405,제주 제주시 연동 256-2번지 1층,3672
빽다방서귀포동홍중앙점,20221130,제주 서귀포시 동홍동 96-4번지 1층,3673
빽다방서귀포성읍마을점,20220624,제주 서귀포시 표선면 성읍리 987-3번지 1층,3674
빽다방서귀포올레중앙점,20210521,제주 서귀포시 서귀동 291-8번지 1층 빽다방,3675
빽다방서귀포중문점,20230919,제주 서귀포시 색달동 2476-3번지 제B동,3676
빽다방서귀포하원점,20210908,제주 서귀포시 월평동 232-1번지 1층,3677
빽다방월정리점,20230720,제주 제주시 구좌읍 월정리 545번지 1층,3678
빽다방제주노형월랑점,20231018,제주 제주시 노형동 1044-8번지 1층,3679
빽다방제주법조타워점,20210628,제주 제주시 이도이동 1065-6번지 제주법조타워 1층 102호,3680
빽다방제주봉개DT점,20210908,제주 제주시 봉개동 598번지 1층,3681
빽다방제주삼도일동점,20220822,제주 제주시 삼도일동 788-1번지 1층,3682
빽다방제주아라점,20230407,제주 제주시 아라일동 6115-7번지 102호,3683
빽다방제주애월좋은마트점,20220111,제주 제주시 애월읍 신엄리 2489-5번지 1층,3684
빽다방제주연동사거리점,20210604,제주 제주시 연동 303-35번지 하늘그린오피스텔 1층 103호,3685
빽다방제주연북로점,20210128,제주 제주시 노형동 721-3번지 1층,3686
빽다방제주이도초교점,20230420,제주 제주시 이도이동 2036-1번지 1층,3687
빽다방제주이호테우점,20230426,제주 제주시 이호일동 1700-4번지 1층,3688
빽다방제주평화로에스케이점,20220704,제주 제주시 해안동 2171번지 1층,3689
빽보이피자제주이도점,20230209,제주 제주시 이도이동 1080-8번지 1층,3690
빽풍,20160725,제주 제주시 이도이동 398번지,3691
뻐꾸기,20180827,제주 제주시 이도이동 1772-25번지 1호,3692
뻘떡낙지본저,20130514,제주 제주시 도남동 331-3번지 1동 2층,3693
뻘떡낙지서귀포점,20160317,제주 서귀포시 서호동 27-1번지 1층,3694
뻘쭈대학로점,20190718,제주 제주시 이도이동 1767-15번지 1층,3695
뼈대감,20090410,제주 제주시 한림읍 한림리 916-10번지,3696
뼈앤돈,20200504,제주 제주시 조천읍 함덕리 1744-1번지 1층,3697
뽀글뽀글,20070212,제주 제주시 건입동 1308번지,3698
뽈살집,20091224,제주 서귀포시 서귀동 278-5번지,3699
뽈살집,20130321,제주 제주시 한림읍 한림리 1252-8번지,3700
뽈살집별관,20190220,제주 서귀포시 서귀동 278-14번지,3701
뽈살집제주본점,20220512,제주 서귀포시 서귀동 278-3번지 2층,3702
뽕갈찜,20201229,제주 제주시 아라일동 6114-6번지,3703
뽕꼬랑김밥,20190315,제주 제주시 용담이동 597-2번지 1층,3704
뽕꼴락,20230307,제주 제주시 조천읍 함덕리 3230-1번지 1층,3705
뽕스차이나,20180314,제주 제주시 아라일동 6093-5번지 1층,3706
뽕이네각재기,20141030,제주 제주시 일도이동 370번지,3707
뽕이네각재기1호점외도,20180810,제주 제주시 외도일동 477-4번지 1층,3708
뽕이네각재기2호점오라,20210916,제주 제주시 오라일동 2450-3번지 1층,3709
뽕이막창,20210707,제주 서귀포시 서귀동 420-8번지 1층,3710
뿔난돼지,20170302,제주 제주시 애월읍 고내리 1152-1번지 1층,3711
사거리식당,20070809,제주 서귀포시 표선면 가시리 1893-1번지,3712
사거리포차,20200721,제주 제주시 일도이동 357-11번지,3713
사계,20020305,제주 제주시 이도이동 1167-1번지,3714
사계꽃담집,20211201,제주 서귀포시 안덕면 사계리 226번지 몬트마레 지하 102호,3715
사계리어촌계 커피스케치,20191202,제주 서귀포시 안덕면 사계리 116-6번지 2층,3716
사계미삼,20200130,제주 서귀포시 안덕면 사계리 2468-22번지,3717
사계바다,20150429,제주 서귀포시 안덕면 사계리 2147-13번지,3718
사계소희네 국수,20180514,제주 서귀포시 안덕면 사계리 198-1번지 1층,3719
사계의시간,20171122,제주 서귀포시 안덕면 사계리 132-2번지 1층,3720
사계전복,20211216,제주 서귀포시 안덕면 사계리 933번지,3721
사계절국수,20230522,제주 제주시 조천읍 교래리 786-23번지 제2동 1층,3722
사계주막,20180426,제주 서귀포시 안덕면 사계리 2147-30번지 1층,3723
사계진미 일도점,20210803,제주 제주시 일도이동 68번지 2층,3724
사계진미숯불닭갈비삼화점,20201209,제주 제주시 도련일동 1937-5번지 2층,3725
사계진미숯불닭갈비제원점,20210709,제주 제주시 연동 272-47번지 1층,3726
사계진미제주시청점,20220104,제주 제주시 이도이동 1780-1번지 2층,3727
사계짬뽕,20150227,제주 서귀포시 대정읍 하모리 939-2번지,3728
사계카페1,20200403,제주 제주시 조천읍 함덕리 212번지 1층,3729
사계휴게소,20230330,제주 서귀포시 안덕면 사계리 2294-16번지,3730
사계흑돼지산방산본점,20220415,제주 서귀포시 안덕면 사계리 933-3번지 1층,3731
사계흑돼지산방산본점,20230901,제주 서귀포시 안덕면 사계리 933-3번지 1층,3732
사과당제주점,20230918,제주 제주시 이도일동 1349-51번지 1층,3733
사는맛먹는맛본점,20160721,제주 제주시 애월읍 하귀2리 2837-7번지 1층,3734
사또야,20121207,제주 서귀포시 표선면 성읍리 987-14번지,3735
사라봉해장국,20230220,제주 제주시 건입동 677-1번지,3736
사라봉회관,20010321,제주 제주시 건입동 682-4번지,3737
사라숯불구이,20180813,제주 제주시 삼도일동 537번지 층,3738
사람책방,20201202,제주 제주시 이도이동 1767-26번지 3층,3739
사랑김밥,20130617,제주 제주시 노형동 2613-3번지 1층,3740
사랑물,20191106,제주 제주시 일도이동 329-5번지 1층,3741
사랑방포차,20191231,제주 제주시 한림읍 한림리 1207번지 1층,3742
사랑분식,20150331,제주 제주시 일도일동 1144-12번지,3743
사랑식당,20000408,제주 제주시 한경면 신창리 460-2번지,3744
사랑애,20230522,제주 제주시 내도동 529-1번지 1층,3745
사랑회요,20220701,제주 서귀포시 동홍동 413-4번지 1층,3746
사려니가든,20081112,제주 제주시 일도이동 323-30번지 1층,3747
사려니국수,20180810,제주 제주시 조천읍 교래리 산 34-17번지 1층,3748
사려니숲길화덕피자,20140123,제주 제주시 조천읍 와흘리 165-10번지,3749
사리원,20080229,제주 제주시 노형동 748-1번지,3750
사리원식당,20010417,제주 서귀포시 동홍동 1178번지,3751
사리원외도점,20150318,제주 제주시 외도일동 429-7번지 1층 사리원외도점,3752
사방팔방,20150310,제주 제주시 외도일동 494-5번지,3753
사부작,20210611,제주 서귀포시 표선면 하천리 1209번지 1층,3754
사브로소인제주,20220518,제주 제주시 애월읍 봉성리 3515-1번지 1층,3755
사와라,20131101,제주 제주시 일도이동 49-1번지,3756
사우스쇼어,20220526,제주 서귀포시 하원동 1633-2번지 1층,3757
사쿠라,20220914,제주 제주시 외도일동 549-6번지 2층,3758
사쿠라미치,20190130,제주 제주시 삼도일동 529-3번지 1층,3759
사쿠라미치,20230421,제주 제주시 이도이동 1186-31번지,3760
사쿠라인,20220602,제주 제주시 이도이동 1186-19번지 지하1층,3761
사토,20100322,제주 제주시 연동 252-40번지,3762
사해방흑돼지,20170120,제주 서귀포시 중문동 1891-7번지 1층 2호 층,3763
사형제,20200401,제주 제주시 한림읍 대림리 2015번지 1층,3764
산 그리고 길,20220913,제주 제주시 애월읍 광령리 3401-1번지,3765
산계원식당,20000711,제주 서귀포시 안덕면 사계리 2294-38번지,3766
산과들비빔밥본점,20211008,제주 제주시 노형동 1068-10번지,3767
산내들,20170427,제주 제주시 오라일동 2444-21번지 1층,3768
산내들내,20060906,제주 제주시 조천읍 대흘리 1214-8번지,3769
산도롱맨도롱,20150728,제주 제주시 구좌읍 종달리 484-1번지 1층,3770
산도롱맨도롱 제주공항점,20220317,제주 제주시 용담이동 935-22번지 3층,3771
산동산,20120712,제주 서귀포시 대정읍 신평리 489-3번지 산동산,3772
산드레,20181115,제주 제주시 도두이동 87-6번지 1층,3773
산들,20061115,제주 제주시 일도이동 362-22번지,3774
산들네,20131112,제주 제주시 오라이동 744-2번지,3775
산들바람,20140422,제주 제주시 조천읍 선흘리 624-9번지,3776
산들애국수,20151124,제주 제주시 아라이동 35-14번지,3777
산들촌,20221123,제주 제주시 애월읍 광령리 909번지 1층,3778
산마을가든,20040706,제주 제주시 애월읍 고성리 991번지,3779
산방 양꼬치,20230629,제주 서귀포시 안덕면 사계리 238번지,3780
산방도감산방산본점,20190813,제주 서귀포시 안덕면 화순리 281-1번지 1층,3781
산방산,20200114,제주 제주시 연동 273-34번지 1층,3782
산방산고등어쌈밥,20221017,제주 서귀포시 대정읍 상모리 133-1번지 1층,3783
산방산국수맛집,20230502,제주 서귀포시 안덕면 사계리 142-1번지 1층,3784
산방산그때그집직영점,20220317,제주 서귀포시 안덕면 화순리 1053-122번지 1층 102호,3785
산방산나들목,20160608,제주 서귀포시 안덕면 사계리 2032번지,3786
산방산수두리보말칼국수,20230609,제주 서귀포시 안덕면 창천리 145-1번지 1층,3787
산방산식당,20210927,제주 서귀포시 안덕면 화순리 1868-8번지 2층,3788
산방산우리동네,20190410,제주 서귀포시 안덕면 사계리 1898-2번지,3789
산방산초가집,20190708,제주 서귀포시 안덕면 사계리 417-2번지 3동 1층,3790
산방산해물라면오빠집,20210928,제주 서귀포시 안덕면 사계리 171번지 1층 2호,3791
산방산흑돼지순대,20170209,제주 서귀포시 안덕면 사계리 517-3번지 1층,3792
산방산흙돼지맛집,20120903,제주 서귀포시 안덕면 사계리 230번지 유엔아이,3793
산방식당,20020401,제주 서귀포시 대정읍 하모리 864-3번지,3794
산방식당 함덕점,20220510,제주 제주시 조천읍 함덕리 272-7번지 1층 (함덕),3795
산방식당제주점,20120302,제주 제주시 이도이동 1999-12번지,3796
산방흑돼지순대 영어교육도시점,20230222,제주 서귀포시 대정읍 보성리 2476-10번지 남영에듀클래스 B동 1층 106호,3797
산방흑돼지순대대정점,20230428,제주 서귀포시 대정읍 하모리 2126-15번지,3798
산방흑돼지순대영어교육도시점,20171027,제주 서귀포시 대정읍 보성리 2476-10번지 1층,3799
산뽀,20230410,제주 제주시 연동 283-2번지 1층,3800
산석쇠불고기,20160822,제주 서귀포시 서호동 1469-6번지 지하 1층,3801
산수정,20170123,제주 서귀포시 서귀동 315-13번지,3802
산아,20160212,제주 제주시 이도이동 2002-13번지 1층,3803
산아름,20150206,제주 제주시 아라일동 368-60번지 1층,3804
산야,20211228,제주 서귀포시 서귀동 820-5번지 1층,3805
산약초삼계탕,20230628,제주 제주시 외도일동 534-1번지 외도갤럭시타운아파트 지하 101호,3806
산양산삼해물라면,20140708,제주 제주시 이호일동 1785번지 1층,3807
산에들에오리,20101019,제주 제주시 이도이동 1139-1번지,3808
산우정,20100212,제주 제주시 연동 283-21번지,3809
산이마을가든,20130613,제주 서귀포시 안덕면 감산리 373-9번지,3810
산이물식당,20031213,제주 서귀포시 대정읍 상모리 130번지,3811
산장숯불갈비,20000129,제주 서귀포시 표선면 성읍리 1025번지,3812
산적대학로점,20130408,제주 제주시 이도이동 1188-2번지,3813
산적이도점,20171011,제주 제주시 이도이동 257-1번지 이도이동,3814
산전수전,20150413,제주 제주시 삼도이동 1238-8번지 1층,3815
산전수전 인생역전,20200724,제주 제주시 연동 293-45번지,3816
산지나미,20230215,제주 제주시 건입동 1150-1번지 가동,3817
산지물,20200622,제주 제주시 건입동 1388-1번지 건입동,3818
산지물신제주점,20070312,제주 제주시 연동 271-9번지,3819
산지해장국,20210714,제주 서귀포시 성산읍 성산리 175-4번지,3820
산지해장국,20210728,제주 제주시 건입동 1319-121번지,3821
산지해장국 삼양점,20220418,제주 제주시 삼양이동 2143-4번지 1층,3822
산지해장국 성산점,20230316,제주 서귀포시 성산읍 성산리 178-12번지,3823
산지해장국 중문점,20220929,제주 서귀포시 중문동 2078-3번지,3824
산지해장국노형직영점,20210625,제주 제주시 노형동 3788-9번지 1층,3825
산지해장국노형직영점,20230331,제주 제주시 노형동 3788-9번지 1층,3826
산지해장국대정점,20230706,제주 서귀포시 대정읍 상모리 3167번지,3827
산지해장국서귀포점,20220221,제주 서귀포시 강정동 234-2번지 강정동,3828
산지해장국세화점,20220615,제주 제주시 구좌읍 평대리 3349-6번지 가온누리 A동 1층 101호,3829
산지해장국아라점,20210615,제주 제주시 아라일동 6084-6번지 1층,3830
산지해장국외도점,20230807,제주 제주시 외도일동 537-4번지,3831
산천초목오리약선요리,20111207,제주 제주시 이도이동 1068-22번지,3832
산촌,19990419,제주 제주시 연동 1965-1번지,3833
산촌오리외도점,20060918,제주 제주시 외도일동 495-7번지,3834
산포식당,19971002,제주 서귀포시 성산읍 고성리 2129-1번지,3835
산호,20130508,제주 제주시 연동 261-43번지,3836
산호반점,20190529,제주 제주시 우도면 연평리 2516-2번지,3837
산호사,20210916,제주 제주시 우도면 연평리 2515-4번지 1층,3838
산호숯불꼼장어,20210309,제주 제주시 노형동 908번지,3839
산호풍경이호점,20160804,제주 제주시 우도면 연평리 317-5번지 B동 1층,3840
살랑살랑샤브,20160706,제주 제주시 용담삼동 1026-9번지 1층 2호 층,3841
살레안의고깃,20190117,제주 제주시 노형동 1942-1번지 1층,3842
살롱,20220525,제주 제주시 연동 255-5번지 지하,3843
살롱드라방,20180108,제주 제주시 애월읍 하가리 1415번지 1층,3844
살아있는해물뚝배기어마장장,20160831,제주 제주시 일도이동 1028-49번지,3845
살찐고등어,20210830,제주 제주시 구좌읍 하도리 1767번지 1층,3846
살찐고등어,20231130,제주 제주시 구좌읍 하도리 1767번지 1층,3847
삼강식당,20121030,제주 서귀포시 서호동 1148-13번지,3848
삼강식당중문점,20100622,제주 서귀포시 중문동 2133-1번지,3849
삼강식당효돈점,20200722,제주 서귀포시 하효동 733번지,3850
삼거리농원,20210511,제주 서귀포시 안덕면 사계리 1934-1번지 1층,3851
삼겹구이,20180228,제주 제주시 삼도일동 552-5번지 1층,3852
삼겹살땡기는날,20010719,제주 서귀포시 서귀동 296-7번지,3853
삼겹살파티,20060424,제주 서귀포시 동홍동 450-15번지,3854
삼계별장,20211026,제주 제주시 이도이동 1985-9번지 1층,3855
삼공주회센터,20170912,제주 제주시 화북일동 1562번지 1층,3856
삼교리동치미막국수제주점,20210913,제주 제주시 오라일동 1026-12번지,3857
삼남매식당,20170720,제주 제주시 아라일동 6106-6번지,3858
삼다도식당,20071102,제주 서귀포시 성산읍 고성리 316번지,3859
삼다돈,20160111,제주 제주시 노형동 933-6번지 경림주택 101호,3860
삼다미가,20210917,제주 서귀포시 법환동 282-1번지 2층,3861
삼다소머리곰탕,20170922,제주 제주시 삼도이동 294-17번지 1층,3862
삼다숯불갈비,20170228,제주 서귀포시 서귀동 202-25번지,3863
삼다온,20230120,제주 제주시 조천읍 와흘리 165-60번지 1층,3864
삼다원제주본점,20230407,제주 제주시 노형동 124-1번지 1층,3865
삼다통닭화북점,20110525,제주 제주시 화북일동 15-1번지 1호,3866
삼다해,20160923,제주 제주시 일도이동 109-18번지,3867
삼다해물뚝배기,20071228,제주 서귀포시 하효동 751-5번지,3868
삼다향,20140410,제주 제주시 화북일동 1138번지,3869
삼대국수회관 서귀포점,20220726,제주 서귀포시 서귀동 495-2번지 2층,3870
삼대국수회관노형점,20100307,제주 제주시 노형동 3791-7번지 101호,3871
삼대국수회관본점,20200904,제주 제주시 일도이동 1045-12번지,3872
삼대국수회관신제주점,20060629,제주 제주시 연동 295번지,3873
삼대국수회관협재점,20221213,제주 제주시 한림읍 협재리 2765-18번지 제1동 1층,3874
삼대장,20231005,제주 제주시 아라일동 6135-4번지 1층,3875
삼대전통고기국수,20160310,제주 제주시 연동 310-45번지,3876
삼대해녀의집,20060821,제주 서귀포시 성산읍 온평리 707-1번지,3877
삼덕고깃집,20180809,제주 서귀포시 남원읍 태흥리 153-9번지,3878
삼도골고루,20030529,제주 제주시 삼도일동 305-130번지,3879
삼도미쯔모모제주점,20120109,제주 제주시 일도이동 354-5번지 삼도미쯔모모,3880
삼도우거지양곰탕,20190312,제주 제주시 삼도이동 830-15번지,3881
삼룡정,20130705,제주 제주시 용담일동 235-5번지,3882
삼매봉153,20181008,제주 서귀포시 서홍동 621번지,3883
삼무곱창흑돼지,20231201,제주 제주시 연동 271-14번지 1층,3884
삼무공원흑돼지,20160926,제주 제주시 연동 270-13번지,3885
삼무국수,20170223,제주 제주시 연동 271-10번지,3886
삼무국수 성산점,20200225,제주 서귀포시 성산읍 고성리 307-4번지 1층,3887
삼무국수3호점,20230203,제주 서귀포시 서귀동 300-18번지 1층,3888
삼무로가맥집,20211026,제주 제주시 연동 292-1번지 1층,3889
삼무음식점,20010511,제주 서귀포시 서귀동 31-12번지,3890
삼미횟집,20031002,제주 제주시 도두일동 2617-1번지,3891
삼미흑돼지,20160726,제주 서귀포시 색달동 2275-1번지,3892
삼미흑돼지중문점,20231114,제주 서귀포시 색달동 2275-1번지 1층,3893
삼바리제주시청점,20230221,제주 제주시 이도이동 1188-15번지 1층,3894
삼바리회센타,20111028,제주 제주시 도남동 921-44번지 1층,3895
삼바리회센타용두암점,20230717,제주 제주시 용담삼동 505번지 용두암1차현대아파트 상가동 101호,3896
삼배통,20170516,제주 제주시 삼도일동 574-25번지 삼도일동,3897
삼백식당,20160324,제주 서귀포시 하예동 1829-8번지 1층,3898
삼번지,20030520,제주 제주시 도두이동 706-8번지,3899
삼보식당,20221027,제주 서귀포시 서귀동 319-8번지 1층,3900
삼복정본점,20010625,제주 제주시 삼도일동 519-13번지,3901
삼산감자탕,20230125,제주 제주시 삼양일동 1589-18번지,3902
삼산회관 서귀포중앙점,20230526,제주 서귀포시 서귀동 297-20번지,3903
삼삼오오,20220830,제주 제주시 연동 273-1번지 1층,3904
삼성식당,20130114,제주 제주시 용담일동 135-9번지 125동 124호 서문공설시장,3905
삼성웰스토리 (주)대한항공비행훈련원,20170106,제주 서귀포시 표선면 가시리 3839번지,3906
삼성웰스토리 (주)호텔신라제주면세점,20170623,제주 제주시 연동 252-7번지 2층,3907
삼성웰스토리(주)제주드림타워,20201110,제주 제주시 노형동 925번지,3908
삼성웰스토리(주)호텔신라제주,20190722,제주 서귀포시 색달동 3039-3번지,3909
삼성혈해물탕1호점,20181001,제주 제주시 도두일동 2622-15번지,3910
삼성혈해물탕1호점,20230203,제주 제주시 도두일동 2622-15번지 1층,3911
삼성혈해물탕서귀포점,20191014,제주 서귀포시 서호동 1554-2번지 1층,3912
삼손가든,20011221,제주 제주시 한림읍 한림리 720-4번지,3913
삼송빵집 신제주점,20221025,제주 제주시 노형동 919번지 이마트 1층,3914
삼수정식당,20050308,제주 서귀포시 성산읍 고성리 316-4번지,3915
삼신할망밥상,20210309,제주 서귀포시 표선면 성읍리 372-3번지 1층,3916
삼양떡방앗간,20120214,제주 제주시 삼양이동 2181-2번지,3917
삼양백년짜장,20221005,제주 제주시 삼양이동 2102-17번지 1층,3918
삼양우숙이앤인생게장,20180705,제주 제주시 삼양이동 2130-8번지 1층,3919
삼양장원,19981019,제주 제주시 삼양일동 56블럭 13로트 1,3920
삼오칠회센타,20220722,제주 제주시 연동 283-61번지,3921
삼우복국,20230316,제주 서귀포시 서귀동 669-7번지 1층,3922
삼원정,19981223,제주 서귀포시 색달동 2282번지,3923
삼이사,20160818,제주 서귀포시 서귀동 496번지,3924
삼일식당,20010614,제주 제주시 한림읍 동명리 1614-8번지,3925
삼일해장국,20140109,제주 제주시 애월읍 하귀1리 137-3번지,3926
"삼조삼계탕,삼조닭집",20160729,제주 제주시 삼도일동 521-16번지 1층,3927
삼촌밀면국밥,20220530,제주 서귀포시 동홍동 497-1번지 1층,3928
삼춘네오메기떡,20230113,제주 제주시 용담이동 850-9번지 1층,3929
삼춘네칼국수,20210127,제주 서귀포시 안덕면 서광리 279번지,3930
삼춘이야기,20140929,제주 제주시 외도일동 541-15번지,3931
삼춘이야기노형점,20170329,제주 제주시 노형동 2420번지,3932
삼치고집,20180124,제주 제주시 노형동 1272-2번지 1층,3933
삼치회사랑,20171227,제주 제주시 도남동 81-10번지 1층,3934
삼합소,20211118,제주 제주시 이도이동 1188-20번지 1층,3935
삼해홧집,20180529,제주 제주시 외도일동 643-13번지 1층,3936
삼형제민재민형민준이네,20160224,제주 제주시 도련일동 1650-3번지,3937
삼형제시골순대,20220323,제주 제주시 삼양이동 2114-12번지 1층,3938
삼화가츠우동,20170921,제주 제주시 도련일동 1940-1번지 105호,3939
삼화배달통,20140403,제주 제주시 도련일동 1963-13번지,3940
삼화올레국수,20130722,제주 제주시 화북일동 1019-3번지,3941
삼화왕갈비,20150710,제주 제주시 화북일동 1017-2번지 B동,3942
삼화주구,20211112,제주 제주시 도련일동 1917-4번지 1층,3943
삼화포구,20090416,제주 제주시 삼양일동 1775번지,3944
삼화포구2,20190514,제주 제주시 삼양일동 1775번지 2층,3945
삼화포크,20161229,제주 제주시 도련일동 1940-7번지 도련일동,3946
삿뽀로우동집별관,20160111,제주 서귀포시 서귀동 ,3947
삿뽀로우동집본점,20230203,제주 서귀포시 서귀동 427-9번지 1층,3948
상객해물포차,20211117,제주 제주시 이도이동 1957-5번지 1층,3949
"상남자맛집, 상남자식품",20171101,제주 제주시 한경면 신창리 487-1번지 2동 1층,3950
상록식당,20090410,제주 서귀포시 토평동 1310-20번지,3951
상명식당,20210325,제주 제주시 한림읍 상명리 1015-1번지,3952
상상함덕점,20210428,제주 제주시 조천읍 함덕리 1016번지 1층,3953
상아식당,20110419,제주 서귀포시 서귀동 432-8번지,3954
상아탑,20100630,제주 제주시 아라일동 362-46번지,3955
상원가든,19991220,제주 서귀포시 대정읍 상모리 3052번지,3956
상위호환,20180515,제주 제주시 이도이동 1769-6번지 2층,3957
상춘네국수,20150128,제주 제주시 구좌읍 세화리 3645-4번지 상춘네국수,3958
상호네숯불구이,20130712,제주 제주시 일도이동 85-5번지,3959
상효원 소낭아래,20230221,제주 서귀포시 상효동 산 25번지,3960
상희네돈숯불구이,20150717,제주 서귀포시 토평동 634-3번지,3961
상희네숯불구이,20230830,제주 서귀포시 남원읍 위미리 3170-1번지,3962
새가름,20121116,제주 서귀포시 표선면 가시리 2519-1번지 새가름,3963
새당골,20150409,제주 서귀포시 안덕면 덕수리 2330-1번지,3964
새로나식당,20180703,제주 서귀포시 서귀동 273-5번지,3965
새물,20210428,제주 제주시 애월읍 신엄리 929-2번지 1동 2층,3966
새물국수,20190620,제주 서귀포시 안덕면 화순리 847-1번지 1층,3967
새미언덕,20190325,제주 제주시 회천동 2219-5번지,3968
새벽두시,20200714,제주 서귀포시 서귀동 255-1번지 1층,3969
새벽숯불가든,20090303,제주 서귀포시 성산읍 오조리 458번지,3970
새벽집,20220808,제주 제주시 이도이동 409-1번지 1층,3971
새벽해장국플랑,20220127,제주 제주시 도두일동 2624-2번지,3972
새별상점,20190129,제주 제주시 조천읍 함덕리 784-1번지 102호,3973
새별츄로도그,20210115,제주 제주시 애월읍 봉성리 4554-15번지,3974
