,pk,AREA_NM,New_ADDR,Old_ADDR
676,676,어승생,제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),명제주특별자치도 제주시 해안마을7다길 9
677,677,어영공원,제주특별자치도 제주시 서해안로 452 (맞은편 공원),제주특별자치도 제주시 용담삼동 2396
678,678,엄바위장승,제주특별자치도 제주시 추자면 예초리 332,제주특별자치도 제주시 추자면 예초리 332
679,679,엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192,제주특별자치도 서귀포시 중문동 2785-2
680,680,엉또폭포,제주특별자치도 서귀포시 염돈로 121-8 (강정동),제주특별자치도 서귀포시 강정동 5628
681,681,엉알해안,제주특별자치도 제주시 한경면 고산리 3427-33,제주특별자치도 제주시 한경면 고산리 3427-33
682,682,엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143,제주특별자치도 제주시 한경면 고산리 3616-10
683,683,에버리스 골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75,제주특별자치도 제주시 애월읍 어음리 523-22
684,684,에코랜드 테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,제주특별자치도 제주시 조천읍 대흘리 1221-1
685,685,에코승마아카데미,제주특별자치도 제주시 조천읍 비자림로 1065,제주특별자치도 제주시 조천읍 교래리 39-3
686,686,에코승마아카데미(구.제주승마장),제주특별자치도 제주시 조천읍 교래리 39-3번지 (비자림로 1065),명제주특별자치도 제주시 조천읍 비자림로 1065
687,687,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동 2484-1
688,688,연대포구,제주특별자치도 제주시 외도2동,제주특별자치도 제주시 외도2동
689,689,연미마을(오라리 방화사건 현장),제주특별자치도 제주시 연사길 142,제주특별자치도 제주시 오라이동 3030-1
690,690,연북정,제주특별자치도 제주시 조천읍 조천리 2690,제주특별자치도 제주시 조천읍 조천리 2690
691,691,연화못,제주특별자치도 제주시 애월읍 고하상로,제주 제주시 애월읍 하가리
692,692,열리해안길,제주특별자치도 서귀포시 하예동,제주특별자치도 서귀포시 하예동
693,693,영남동,제주특별자치도 서귀포시 산록남로 1966-34,제주특별자치도 서귀포시 영남동 224
694,694,영등할망 신화공원,제주 제주시 한림읍 귀덕11길 19,제주특별자치도 제주시 한림읍 귀덕리 989-2
695,695,영모원,제주특별자치도 제주시 애월읍 하귀리 1130-1,제주특별자치도 제주시 애월읍 하귀리 1130-1
696,696,영실기암,제주특별자치도 서귀포시 하원동,제주특별자치도 서귀포시 하원동
697,697,영주산,제주특별자치도 서귀포시 표선면 번영로,제주특별자치도 서귀포시 표선면
698,698,영천악(영천오름),제주특별자치도 서귀포시 516로 652,제주특별자치도 서귀포시 상효동 1154-11
699,699,예래생태체험관,제주특별자치도 서귀포시 예래로 213,제주특별자치도 서귀포시 하예동 24-1
700,700,예래해안도로,제주특별자치도 서귀포시 예래해안로,제주특별자치도 서귀포시 하예동
701,701,예술공간 이아,제주특별자치도 제주시 중앙로14길 21,제주특별자치도 제주시 삼도이동 154
702,702,예절이오름(여절악),제주특별자치도 서귀포시 남원읍 신흥리 산 18,제주특별자치도 서귀포시 남원읍 신흥리 산 18
703,703,예초리,제주특별자치도 제주시 추자도 예초리,제주특별자치도 제주시 추자도 예초리
704,704,예초리기정길,제주특별자치도 제주시 추자면 예초리 산 1,제주특별자치도 제주시 추자면 예초리 산 1
705,705,예초리포구,제주특별자치도 제주시 추자면 추자로 753,제주특별자치도 제주시 추자면 예초리 200-1
706,706,예초리해변,제주특별자치도 제주시 추자면 예초리,제주특별자치도 제주시 추자면 예초리
707,707,오라동 청보리-메밀꽃밭,제주특별자치도 제주시 오라2동 산 76,제주특별자치도 제주시 오라2동 산 76
708,708,오래물,제주특별자치도 제주시 도공로 2,제주특별자치도 제주시 도두일동 2614-5
709,709,오름터 민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 99,제주특별자치도 서귀포시 표선면 성읍리 599-1
710,710,오림반,제주특별자치도 서귀포시 남원읍 신례리,제주특별자치도 서귀포시 남원읍 신례리
711,711,오멍가멍 애견카페&호텔,제주특별자치도 제주시 어영길 64-14,제주특별자치도 제주시 용담삼동 1206
712,712,오백나한,제주특별자치도 서귀포시 영실로 245 (하원동),제주특별자치도 서귀포시 하원동 산1-1
713,713,오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1
714,714,오조포구,제주특별자치도 서귀포시 성산읍 오조리,제주특별자치도 서귀포시 성산읍 오조리
715,715,오페라 옴니아 : 라파엘로展,제주특별자치도 서귀포시 안덕면 녹차분재로 218,제주특별자치도 서귀포시 안덕면 서광리 산39
716,716,오현단,제주특별자치도 제주시 오현길 61,제주특별자치도 제주시 이도일동 1421-34
717,717,옥돔마을,제주특별자치도 서귀포시 남원읍 남태해안로 508,제주특별자치도 서귀포시 남원읍 태흥리 364-4
718,718,온평리 포구,제주특별자치도 서귀포시 성산읍 온평리,제주특별자치도 서귀포시 성산읍 온평리
719,719,온평리 환해장성,제주특별자치도 서귀포시 성산읍 환해장성로 732,제주특별자치도 서귀포시 성산읍 온평리 65
720,720,올레바당체험마을,제주특별자치도 제주시 한림읍 한림해안로 267-6,제주특별자치도 제주시 한림읍 수원리 724-4
721,721,올레여행자센터,제주특별자치도 서귀포시 중정로 22,제주특별자치도 서귀포시 서귀동 316-1
722,722,올레캠프 본점 알파캠프,제주특별자치도 서귀포시 성산읍 고성오조로 106,제주특별자치도 서귀포시 성산읍 고성리 1207-2
723,723,옷귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117,제주특별자치도 서귀포시 남원읍 한남리 1631-1
724,724,옹포천,제주특별자치도 제주시 한림읍 한림로 563,제주특별자치도 제주시 한림읍 옹포리 404
725,725,옹포포구,제주특별자치도 제주시 한림읍 옹포리,제주특별자치도 제주시 한림읍 옹포리
726,726,와흘본향당,제주특별자치도 제주시 조천읍 와흘리 1274-1,제주특별자치도 제주시 조천읍 와흘리 1274-1
727,727,왈종미술관,제주특별자치도 서귀포시 칠십리로214번길 30,제주특별자치도 서귀포시 동홍동 281-2
728,728,왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,제주특별자치도 서귀포시 안덕면 광평리 산 79
729,729,외돌개,제주특별자치도 서귀포시 서홍동 791,제주특별자치도 서귀포시 서홍동 791
730,730,요가느림원,제주특별자치도 제주시 원노형2길 33,제주특별자치도 제주시 노형동 922-6
731,731,요기개,제주특별자치도 제주시 오남로 280,제주특별자치도 제주시 오라이동 843-5
732,732,요람,제주특별자치도 서귀포시 검은여로129번길 13,제주특별자치도 서귀포시 토평동 759-1
733,733,용눈이오름,제주특별자치도 제주시 구좌읍 종달리 산28,제주특별자치도 제주시 구좌읍 종달리 산28
734,734,용담 1동 벽화거리,제주특별자치도 제주시 서문로5길 1,제주특별자치도 제주시 용담일동 130-6
735,735,용담/용두암 해안도로,제주특별자치도 제주시 서해안로 687-8,제주특별자치도 제주시 용담이동 488-9
736,736,용담레포츠공원,제주특별자치도 제주시 서해안로 580,제주특별자치도 제주시 용담삼동 1089
737,737,용두암,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담이동 483
738,738,용두암해안도로카페거리,제주특별자치도 제주시 용담3동,제주특별자치도 제주시 용담3동
739,739,용둠범목제계단길,제주특별자치도 제주시 추자면 영흥리,제주특별자치도 제주시 추자면 영흥리
740,740,용머리해안,제주특별자치도 서귀포시 안덕면 사계리 112-3,제주특별자치도 서귀포시 안덕면 사계리 112-3
741,741,용수항,제주특별자치도 제주시 한경면 용수리,제주특별자치도 제주시 한경면 용수리
742,742,용연,제주특별자치도 제주시 흥운길 73,제주특별자치도 제주시 용담이동 454-1
743,743,용연카누클럽,제주특별자치도 제주시 용담2동 438,명제주특별자치도 제주시 흥운길 79
744,744,우도 득성이코지,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리
745,745,우도 봉수대,제주특별자치도 제주시 우도면 연평리 798,제주특별자치도 제주시 우도면 연평리 798
746,746,우도 비양도,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리
747,747,우도(해양도립공원),제주특별자치도 제주시 우도면 삼양고수물길 1,제주특별자치도 제주시 우도면 연평리 904-1
748,748,우도등대,제주특별자치도 제주시 우도면 우도봉길 105,제주특별자치도 제주시 우도면 연평리 337
749,749,우도봉 ATV,제주특별자치도 제주시 우도면 우도봉길 47,제주특별자치도 제주시 우도면 연평리 343-2
750,750,우도봉 풍경,제주특별자치도 제주시 우도면 연평리 1,제주특별자치도 제주시 우도면 연평리 1
751,751,우도산호해변 홍조단괴 서빈백사,제주특별자치도 제주시 우도면 우도해안길 252,제주특별자치도 제주시 우도면 연평리 2516-2
752,752,우도스쿠터여행,제주특별자치도 제주시 우도면 2395-5,제주특별자치도 제주시 우도면 2395-5
753,753,우도올레보트,제주특별자치도 제주시 우도면 연평리 2562-1,제주특별자치도 제주시 우도면 연평리 2562-1
754,754,우도잠수함(제주씨월드),제주특별자치도 서귀포시 성산읍 성산등용로 130-21,제주특별자치도 서귀포시 성산읍 성산리 347-9
755,755,우도징기스칸승마체험,제주특별자치도 제주시 우도면 우도해안길 446,제주특별자치도 제주시 우도면 연평리 988-1
756,756,우포토 시네마 갤러리 카페,제주특별자치도 서귀포시 대정읍 상모로 216-2,제주특별자치도 서귀포시 대정읍 상모리 2625-5
757,757,"웃밤(웃바매기,웃밤오름)",제주특별자치도 제주시 조천읍 선흘리 산 84,제주특별자치도 제주시 조천읍 선흘리 산 84
758,758,웃세오름(누운오름),제주특별자치도 제주시 애월읍 1100로 1579-25,제주특별자치도 제주시 애월읍 광령리 산183-4
759,759,웃세오름(족은오름),제주특별자치도 제주시 애월읍 평화로,제주특별자치도 제주시 애월읍 광령리 
760,760,원당봉,제주특별자치도 제주시 원당로16길 16-30,제주특별자치도 제주시 삼양일동 산1-2
761,761,원동,제주특별자치도 제주시 애월읍 소길리 1364 일대,제주특별자치도 제주시 애월읍 소길리 1364 일대
762,762,원앙카라반캠핑장앤야영장,제주특별자치도 서귀포시 돈내코로 120,제주특별자치도 서귀포시 상효동 1460-3
763,763,원앙폭포,제주특별자치도 서귀포시 돈내코로 137,제주특별자치도 서귀포시 상효동 1463
764,764,월나봉(도래오름),제주특별자치도 서귀포시 안덕면 감산리 1148 일대,제주특별자치도 서귀포시 안덕면 감산리 1148 일대
765,765,월대천,제주특별자치도 제주시 월대6길 5,제주특별자치도 제주시 외도이동 232-1
766,766,월라봉 진지동굴 (안덕면),제주 서귀포시 안덕면 감산리,제주 서귀포시 안덕면 감산리
767,767,월라봉(효돈),제주특별자치도 서귀포시 월라봉로 76-40,제주특별자치도 서귀포시 신효동 산1
768,768,월라사,제주특별자치도 서귀포시 효돈순환로 415,제주특별자치도 서귀포시 신효동 579-2
769,769,월령선인장군락지,제주특별자치도 제주시 한림읍 월령리 359-4,제주특별자치도 제주시 한림읍 월령리 359-4
770,770,월령포구,제주특별자치도 제주시 한림읍 월평리,제주특별자치도 제주시 한림읍 월평리
771,771,월정 투명카약,제주특별자치도 제주시 구좌읍 월정리 1400-33,제주특별자치도 제주시 구좌읍 월정리 1400-33
772,772,월정리해변,제주특별자치도 제주시 구좌읍 월정리 33-3,명제주특별자치도 제주시 구좌읍 해맞이해안로 485
773,773,월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,제주특별자치도 제주시 구좌읍 월정리 652-4
774,774,월평포구,제주특별자치도 서귀포시 말질로 462,제주특별자치도 서귀포시 월평동 665
775,775,위미리 동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,제주특별자치도 서귀포시 남원읍 위미리 906-4
776,776,위미항,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13,제주특별자치도 서귀포시 남원읍 위미리 1757-12
777,777,윈드1947 카트 테마파크,제주특별자치도 서귀포시 토평공단로 78-27,제주특별자치도 서귀포시 토평동 1799
778,778,윗세오름(웃세오름),제주특별자치도 제주시 애월읍 광령리 산 183-1,제주특별자치도 제주시 애월읍 광령리 산 183-1
779,779,유건에오름,제주특별자치도 서귀포시 성산읍 난산리 2302,제주특별자치도 서귀포시 성산읍 난산리 2302
780,780,유동룡미술관,제주특별자치도 제주시 한림읍 용금로 906-10,제주특별자치도 제주시 한림읍 월림리 115-161
781,781,유리멘탈 스튜디오,제주특별자치도 제주시 한경면 낙수로12길,제주특별자치도 제주시 한경면 조수리 1464-8
782,782,유민미술관,제주특별자치도 서귀포시 성산읍 고성리 21,제주특별자치도 서귀포시 성산읍 고성리 21
783,783,유진팡 열대과일농장,제주특별자치도 서귀포시 남원읍 원님로399번길 31-7,제주특별자치도 서귀포시 남원읍 신흥리 2177
784,784,유캠프,제주특별자치도 제주시 애조로 1216,제주특별자치도 제주시 오라이동 504
785,785,육시우영,제주특별자치도 제주시 애월읍 하가리,제주특별자치도 제주시 애월읍 하가리
786,786,율랜드 다이브센터,제주특별자치도 서귀포시 칠십리로 490,제주특별자치도 서귀포시 보목동 762-5
787,787,이니스프리제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,제주특별자치도 서귀포시 안덕면 서광리 1235-1
788,788,이덕구 산전,제주특별자치도 제주시 조천읍 516로 1865,제주특별자치도 제주시 조천읍 교래리 산137-24
789,789,이랜드뮤지엄,제주특별자치도 제주시 한림해안로 530,제주특별자치도 제주시 한림읍 귀덕리 3861
790,790,이로이로공방,제주특별자치도 제주시 구좌읍 하도7길 16-11,제주특별자치도 제주시 구좌읍 하도리 1249
791,791,이상한 나라의 앨리스,제주특별자치도 서귀포시 안덕면 중산간서로 1881,제주특별자치도 서귀포시 안덕면 서광리 717-3
792,792,이승이오름(이승악),제주특별자치도 서귀포시 남원읍 신례리 산 12-19,명제주특별자치도 서귀포시 남원읍 신례천로 267-110
793,793,이음새,제주특별자치도 서귀포시 남원읍 위미리 4137-1,제주특별자치도 서귀포시 남원읍 위미리 4137-1
794,794,이중섭거리,제주특별자치도 서귀포시 이중섭로 4-1 (서귀동),제주특별자치도 서귀포시 서귀동 370-21
795,795,이중섭거주지,제주특별자치도 서귀포시 이중섭로 29,제주특별자치도 서귀포시 서귀동 512-1
796,796,이중섭미술관,제주특별자치도 서귀포시 이중섭로 27-3,제주특별자치도 서귀포시 서귀동 532-1
797,797,이편한치과,제주특별자치도 제주시 연북로 527 반디빌딩 5층,제주특별자치도 제주시 아라일동 6035-1
798,798,이호-내도 해안도로,제주특별자치도 제주시 테우해안로 60,제주특별자치도 제주시 내도동 475
799,799,이호털보네배낚시,제주특별자치도 제주시 이호1동 1787,명제주특별자치도 제주시 테우해안로 146
800,800,이호테우말등대,제주특별자치도 제주시 서해안로 58,제주특별자치도 제주시 이호일동 374
801,801,이호테우해수욕장,제주특별자치도 제주시 도리로 20,제주특별자치도 제주시 이호이동 1600-1
802,802,익스트림제주 카약올레,제주시 애월읍 애월로1길 22,제주특별자치도 제주시 애월읍 애월리 2490-1
803,803,일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010
804,804,일출랜드 아트센터,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010
805,805,임문숙 가족 헛묘,제주특별자치도 서귀포시 안덕면 동광리 807-4,제주특별자치도 서귀포시 안덕면 동광리 807-4
806,806,입산봉(삿갓오름),제주특별자치도 제주시 구좌읍 김녕리 1033-19,제주특별자치도 제주시 구좌읍 김녕리 1033-19
807,807,자구내포구,제주특별자치도 제주시 한경면 고산리,제주특별자치도 제주시 한경면 고산리
808,808,자구리공원,제주특별자치도 서귀포시 칠십리로 145,제주특별자치도 서귀포시 서귀동 70
809,809,자리왓,제주특별자치도 제주시 애월읍 봉성리 1410 일대,제주특별자치도 제주시 애월읍 봉성리 1410 일대
810,810,"자배봉(자배오름,망오름)",제주특별자치도 서귀포시 남원읍  위미리 산 132-1,제주특별자치도 서귀포시 남원읍  위미리 산 132-1
811,811,장생의 숲길,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산78-1
812,812,장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 광상로 403,제주특별자치도 제주시 애월읍 장전리 628-3
813,813,저지 예술인 마을,제주특별자치도 제주시 한경면 저지14길 28-4,제주특별자치도 제주시 한경면 저지리 2120-116
814,814,"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,제주특별자치도 제주시 한경면 저지리 산 51
815,815,전농로 서사라문화거리,제주특별자치도 제주시 서사로7길 27,제주특별자치도 제주시 삼도이동 1230-4
816,816,절물오름(큰대나),제주특별자치도 제주시 명림로 584 일대,제주특별자치도 제주시 봉개동 산78-1
817,817,절부암,제주특별자치도 제주시 한경면 용수3길 22,제주특별자치도 제주시 한경면 용수리 4241-1
818,818,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,제주특별자치도 서귀포시 안덕면 서광리 2351
819,819,정모시쉼터,제주특별자치도 서귀포시 부두로5번길 9,제주특별자치도 서귀포시 서귀동 57-4
820,820,정물오름,제주특별자치도 제주시 한림읍 금악리 산 52-1,제주특별자치도 제주시 한림읍 금악리 산 52-1
821,821,정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37,제주특별자치도 서귀포시 동홍동 278
822,822,정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,제주특별자치도 서귀포시 표선면 성읍리 820-1
823,823,정의현 일관헌,제주특별자치도 서귀포시 표선면 성읍리 690,제주특별자치도 서귀포시 표선면 성읍리 690
824,824,정주항,제주특별자치도 제주시 조천읍 함덕리,제주특별자치도 제주시 조천읍 함덕리
825,825,제라진 제주오프로드 사파리,제주특별자치도 제주시 조천읍 선교로 33,제주특별자치도 제주시 조천읍 선흘리 624-4
826,826,제라펫,제주특별자치도 제주시 용담로20길 28,제주특별자치도 제주시 용담일동 246-28
827,827,제로스테이션(제로포인트트레일),제주특별자치도 제주시 산지로 25 2층,제주특별자치도 제주시 건입동 1136
828,828,제스피 맥주협동조합 양조장,제주특별자치도 서귀포시 남원읍 서성로652번길 63-3,제주특별자치도 서귀포시 남원읍 한남리 산5-20
829,829,제원한의원,제주특별자치도 제주시 신대로14길 36 2층,제주특별자치도 제주시 연동 282-52
830,830,제이앤승마클럽,제주특별자치도 제주시 해안마을7길 211,제주특별자치도 제주시 해안동 351
831,831,제이홀스 승마클럽,제주특별자치도 제주시 월산남길 284,제주특별자치도 제주시 해안동 317-2
832,832,제주 더팔팔농장,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,제주특별자치도 서귀포시 성산읍 신산리 1371-1
833,833,제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13 (삼양일동),제주특별자치도 제주시 삼양일동 1660-5
834,834,제주 이호털보 배낚시,제주시 테우해안로 146,제주특별자치도 제주시 이호일동 1787
835,835,제주 카카오캠핑,제주특별자치도 제주시 일주서로 7867,제주특별자치도 제주시 연동 1987
836,836,제주 토이 승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,제주특별자치도 서귀포시 안덕면 동광리 897-2
837,837,제주 패러글라이딩 스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",제주특별자치도 제주시 일도이동 1029-139
838,838,제주4.3평화공원,제주특별자치도 제주시 명림로 430,제주특별자치도 제주시 봉개동 237-2
839,839,제주고산리유적,제주특별자치도 제주시 한경면 노을해안로 1100,제주특별자치도 제주시 한경면 고산리 3650-1
840,840,제주공룡랜드[휴장중],제주특별자치도 제주시 애월읍 광령평화2길 1,제주특별자치도 제주시 애월읍 광령리 2698
841,841,제주곶자왈도립공원,제주특별자치도 서귀포시 대정읍 에듀시티로 178,제주특별자치도 서귀포시 대정읍 보성리 산1
842,842,제주교육박물관,제주특별자치도 제주시 오복 4길 25,제주특별자치도 제주시 이도이동 539-14
843,843,제주국제공항,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002
844,844,제주국제공항(정뜨르비행장),제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002
845,845,제주국제예술센터,제주특별자치도 서귀포시 대정읍 서삼중로 117,제주특별자치도 서귀포시 대정읍 무릉리 3296
846,846,제주국제컨벤션센터 icc,제주특별자치도 서귀포시 중문관광로 224,제주특별자치도 서귀포시 중문동 2700
847,847,제주국제평화센터,제주특별자치도 서귀포시 중문 관광로 227-24,제주특별자치도 서귀포시 중문동 2571
848,848,제주글램핑 (무한자미향),제주특별자치도 제주시 구좌읍 중산간동로 1921,제주특별자치도 제주시 구좌읍 덕천리 1811
849,849,제주기독교순례길,제주특별자치도 제주시 애월읍 금성하안길 3,제주특별자치도 제주시 애월읍 금성리 436-3
850,850,제주김녕미로공원,제주특별자치도 제주시 구좌읍 만장굴길 122,제주특별자치도 제주시 구좌읍 김녕리 산16
851,851,제주난타,제주특별자치도 제주시 선돌목동길 56-26,제주특별자치도 제주시 오등동 10-1
852,852,제주농업학교 옛터,제주특별자치도 제주시 전농로 100,제주특별자치도 제주시 삼도일동 305-4
853,853,제주다,제주특별자치도 제주시 애월읍 납읍남로 65,제주특별자치도 제주시 애월읍 납읍리 1417-4
854,854,제주다원 녹차미로공원,제주특별자치도 서귀포시 산록남로 1258,제주특별자치도 서귀포시 색달동 산51-4
855,855,제주다이브 체험다이빙,제주특별자치도 서귀포시 월드컵로 84,제주특별자치도 서귀포시 강정동 349-1
856,856,제주대학교 가는길,제주특별자치도 제주시 제주대학로 102,제주특별자치도 제주시 아라일동 1
857,857,제주대학교병원,제주특별자치도 제주시 아란13길 15,제주특별자치도 제주시 아라일동 1753-3
858,858,제주도공방노꼬메,제주특별자치도 제주시 동문로21길 19-2,제주특별자치도 제주시 건입동 1043-2
859,859,제주도립김창열미술관,제주특별자치도 제주시 한경면 용금로 883-5,제주특별자치도 제주시 한림읍 월림리 115-23
860,860,제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,제주특별자치도 제주시 한림읍 금능리 368-2
861,861,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도 제주시 조천읍 교래리 산95
862,862,제주돌하르방캠핑장,제주특별자치도 제주시 한경면 낙수로 271-40,제주특별자치도 제주시 한경면 청수리 2130
863,863,제주동백수목원,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 15,제주특별자치도 서귀포시 남원읍 위미리 904-3
864,864,제주라프 짚라인,제주특별자치도 제주시 조천읍 선교로 117,제주특별자치도 제주시 조천읍 선흘리 600
865,865,제주러브랜드,제주특별자치도 제주시 1100로 2894-72,제주특별자치도 제주시 연동 680-26
866,866,제주레이크힐스컨트리클럽,제주특별자치도 서귀포시 산록남로 1391 (중문동),제주특별자치도 서귀포시 중문동 산5
867,867,제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641,제주특별자치도 제주시 구좌읍 종달리 4639
868,868,제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47,제주특별자치도 제주시 조천읍 와흘리 870
869,869,제주롯데스카이힐컨트리클럽,제주특별자치도 서귀포시 상예로 530,제주특별자치도 서귀포시 색달동 240
870,870,제주목관아,제주특별자치도 제주시 관덕로 25,제주특별자치도 제주시 삼도이동 1045-1
871,871,제주문예회관,제주특별자치도 제주시 동광로 69,제주특별자치도 제주시 일도이동 852
872,872,제주미래교육연구원 과학탐구체험장,제주특별자치도 제주시 산록북로 421,제주특별자치도 제주시 오라이동 1-2
873,873,제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도 서귀포시 표선면 표선리 40-1
874,874,제주바다체험장,제주특별자치도 제주시 구좌읍 동복리 608-3,명제주특별자치도 제주시 구좌읍 일주동로 1777
875,875,제주베니스랜드,제주특별자치도 서귀포시 성산읍 난산리 2575,제주특별자치도 서귀포시 성산읍 난산리 2575
876,876,제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-38,제주특별자치도 제주시 조천읍 교래리 786-29
877,877,제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60,제주특별자치도 제주시 오등동 10-34
878,878,제주불교성지 순례길 절로 가는길 - 보시의 길,제주특별자치도 제주시 애월읍 수산곰솔길 56,제주특별자치도 제주시 애월읍 수산리 산1-3
879,879,제주불교성지 순례길 절로 가는길 - 인욕의 길,제주특별자치도 제주시 산록북로 660,제주특별자치도 제주시 아라일동 387
880,880,제주불교성지 순례길 절로 가는길 - 정진의 길,제주특별자치도 서귀포시 영실로 246 (하원동),제주특별자치도 서귀포시 하원동 산1-1
881,881,제주불교성지 순례길 절로 가는길 - 지계의 길,제주특별자치도 제주시 서연길 10,제주특별자치도 제주시 연동 69-4
882,882,제주불교성지 순례길 절로가는길 - 선정의 길,제주특별자치도 서귀포시 516로771번길 59,제주특별자치도 서귀포시 상효동 산86-13
883,883,제주불빛정원 테마파크,제주특별자치도 제주시 애월읍 평화로 2346,제주특별자치도 제주시 애월읍 유수암리 1083
884,884,제주빅볼랜드,제주특별자치도 제주시 구좌읍 금백조로 951,제주특별자치도 제주시 구좌읍 송당리 산164-4
885,885,제주사랑방(제주책방),제주특별자치도 제주시 관덕로17길 27-1,제주특별자치도 제주시 일도일동 1243-1
886,886,제주성지,제주특별자치도 제주시 오현길 61,제주특별자치도 제주시 이도일동 1421-34
887,887,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),제주특별자치도 제주시 조천읍 선흘리 478
888,888,제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606,제주특별자치도 제주시 조천읍 교래리 산56-4
889,889,제주스쿠터여행,제주시 서광로 164,제주특별자치도 제주시 오라일동 2440-5
890,890,제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1,제주특별자치도 제주시 애월읍 유수암리 1175
891,891,제주시 충혼묘지 4·3추모비(박진경 추도비),제주특별자치도 제주시 노형동 산 19-2,제주특별자치도 제주시 노형동 산 19-2
892,892,제주신화전설탐방로,제주특별자치도 서귀포시 안덕면 녹차분재로 218,제주특별자치도 서귀포시 안덕면 서광리 산39
893,893,제주실탄사격장,제주특별자치도 서귀포시 소보리당로 164번길 62(상예동),제주특별자치도 서귀포시 상예동 2802
894,894,제주아리랑 NEW 혼,제주특별자치도 서귀포시 표선면 번영로 2564-21,제주특별자치도 서귀포시 표선면 성읍리 2684
895,895,제주아리온승마장,제주특별자치도 서귀포시 안덕면 신화역사로403번길 79,제주특별자치도 서귀포시 안덕면 동광리 1391
896,896,제주아세안홀,제주특별자치도 서귀포시 중문관광로 227-24,제주특별자치도 서귀포시 중문동 2571
897,897,제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,제주특별자치도 서귀포시 안덕면 동광리 886
898,898,제주아트센터,제주특별자치도 제주시 오남로 231,제주특별자치도 제주시 오라이동 898-8
899,899,제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885,제주특별자치도 제주시 애월읍 어음리 41-4
900,900,제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13,제주특별자치도 제주시 애월읍 납읍리 114
901,901,제주어울림감귤체험농장,제주특별자치도 서귀포시 성산읍 서성일로 809,제주특별자치도 서귀포시 성산읍 수산리 1948
902,902,제주여가마을,제주특별자치도 제주시 조천읍 조와로 360,제주특별자치도 제주시 조천읍 와흘리 1480-2
903,903,제주오렌지,제주특별자치도 서귀포시 남원읍 서성로 684-5,제주특별자치도 서귀포시 남원읍 한남리 산5-7
904,904,제주오름승마랜드,조천읍 번영로 1734-15,제주특별자치도 제주시 조천읍 선흘리 454-1
905,905,제주올레 1-1코스,제주특별자치도 제주시 우도면 연평리 2473-1,제주특별자치도 제주시 우도면 연평리 2473-1
